gene_id	gene_name	control_rep1	control_rep2	control_rep3	treatment_rep1	treatment_rep2	treatment_rep3
ENSG00000186965	KRTAP19-2	112.839535260711	67.243330169226	102.65040897829	109.500821738711	117.345596741644	225.701077114729
ENSG00000186967	KRTAP19-4	109.776888664783	137.486935687745	83.5765361443448	52.809597923156	191.444204820675	54.4713447357197
ENSG00000186970	KRTAP15-1	158.460552694951	397.454244871429	120.716069218292	289.166106114775	248.114190958003	178.132079944451
ENSG00000186971	KRTAP13-4	141.632886344866	282.760399980997	287.694900294482	274.759785789166	221.350258420798	354.273621462269
ENSG00000186977	KRTAP19-5	163.371504439764	204.675992514969	166.01457249726	132.565080427586	113.238752559718	136.585974623507
ENSG00000186980	KRTAP23-1	62.0425475607185	92.9512941576376	75.8199179938934	120.256810499521	130.316766882807	91.079589899845
ENSG00000187005	KRTAP21-1	178.258854565687	160.170771850618	362.161840624343	207.505004337579	277.965932707527	160.323273821786
ENSG00000187026	KRTAP21-2	261.379893012235	103.823010659567	265.633975317695	126.799437425844	162.649340173905	130.651283751356
ENSG00000187175	KRTAP12-1	208.956923616548	103.814715128696	158.949946494804	253.616553613834	162.661064647828	156.365491374444
ENSG00000187766	KRTAP10-8	260.491907972956	155.220436080908	264.553866310792	505.330839469882	405.640250452949	207.81148101054
ENSG00000188155	KRTAP10-6	368.476884337161	218.867366446653	372.868392846873	714.869147117182	304.023225872318	218.216920453214
ENSG00000188694	KRTAP24-1	392.259586506465	489.375004706899	298.734296309624	951.122476733816	305.783254888115	587.781065958827
ENSG00000188992	LIPI	1997.57657547926	1563.19268230261	1441.10546573278	1634.10782975857	2377.516302639	1525.55187717965
ENSG00000189169	KRTAP10-12	345.283795596863	336.195607934121	531.479256756949	558.290917730763	267.713606289191	514.806901236786
ENSG00000197381	ADARB1	13916.9832510374	18871.7329696176	17537.2018955761	14853.5589098859	14314.8631449337	13227.7810665904
ENSG00000197683	KRTAP26-1	318.947068240466	211.57060189528	287.67778132998	412.148910160757	294.454645358288	424.516750098701
ENSG00000198390	KRTAP13-1	445.689743018343	333.184643403665	339.001758762896	259.387277873585	277.973159223063	199.899352888911
ENSG00000198743	SLC5A3	4127.90942433315	3433.46316618166	6986.22136099444	3002.33538802604	4290.31875566577	5154.28382724652
ENSG00000198862	LTN1	11813.7769720993	8039.47734342458	9234.83646321704	9886.30275334492	10285.9991687513	9034.32388142339
ENSG00000205439	KRTAP12-3	97.0172364844383	181.943590537997	73.4573719954685	70.1219064100354	100.880629497791	145.506055503777
ENSG00000205445	KRTAP10-2	529.703250976748	720.311892754586	390.371034811479	549.912570078978	642.771911068521	921.017636346453
ENSG00000205581	HMGN1	8345.09348832771	7564.80093461465	7152.37066187091	7205.74908099947	8075.1121877706	6892.94396379034
ENSG00000205670	SMIM11A	2298.05881427746	2353.9543200294	1805.71304305694	2674.39246087356	1520.99575213386	1784.30743405427
ENSG00000205726	ITSN1	23379.2905211116	23697.0805596998	31470.1785277788	23278.1525912598	24240.525815396	30098.6615158152
ENSG00000205758	CRYZL1	7377.12023570115	10029.2368224568	9485.92483074746	7093.26602847433	9507.0056049027	9335.68166756686
ENSG00000205927	OLIG2	2122.70036798242	1585.77184036108	1668.94496842851	2436.52032732788	3267.33374993508	2806.22972357557
ENSG00000205929	C21orf62	1304.54167840385	1244.99821794326	1788.40927694548	913.71646345106	950.50375872928	1037.23341448854
ENSG00000206102	KRTAP19-8	75.1617132585076	56.3848951739595	95.6617113393765	72.9745190309892	195.568664278126	84.1712319279257
ENSG00000206104	KRTAP20-3	48.4725989184701	64.2659685938901	165.132177929526	118.050921246291	74.0566306324731	97.1869351393546
ENSG00000206105	KRTAP20-4	78.5254895380354	66.3036468971677	40.3947934648172	37.3308980121158	103.305320926577	98.1549521611117
ENSG00000206106	KRTAP22-2	87.0106428341836	51.4019999633044	177.318336438342	75.8210292080978	181.099358416666	174.490120882729
ENSG00000206107	KRTAP27-1	182.230804939673	243.217773927871	123.733395914273	196.940710867037	126.63113729567	243.446350685293
ENSG00000212933	KRTAP12-4	105.940162851739	198.745638242149	134.827434576972	115.27284683957	275.887849268886	132.629460566841
ENSG00000212935	KRTAP10-3	431.851551185563	287.699573296726	438.568836180209	559.133754421823	238.855786540151	575.927964771208
ENSG00000212938	KRTAP6-3	169.350846084093	226.412145003366	192.142922417003	109.51738767653	235.758345901896	189.020209959485
ENSG00000215454	KRTAP10-4	1426.17705194845	1218.51046177169	1430.87215076237	1298.03299497432	1556.04664690237	1003.59648571657
ENSG00000215455	KRTAP10-1	323.900477303392	431.050040762751	366.134672534688	524.553528267502	448.889251870663	431.44301468164
ENSG00000221837	KRTAP10-9	1021.33134273332	581.696280252383	725.384569326635	614.783134118464	960.705302944749	1001.75646409564
ENSG00000221859	KRTAP10-10	193.274573016516	295.526663780903	491.420335774499	383.969299556724	686.118833729164	287.904843009587
ENSG00000221864	KRTAP12-2	175.303884983287	174.996325611106	223.319375566417	127.772099033544	136.927337566198	263.234398250449
ENSG00000222018	FAM243A	254.532029669881	204.742868063113	221.156356457942	247.52722873968	214.132813678805	133.778252230944
ENSG00000231068	KRTAP21-3	67.2053868730662	150.450863971338	60.3996715008249	65.2432640029267	78.2850072009012	150.575179587247
ENSG00000232263	KRTAP25-1	65.3238057714258	164.15656404438	167.066944290206	213.234739350568	228.510808904143	109.884187529516
ENSG00000240432	KRTAP13-3	417.947363541652	186.86173022101	424.512545711422	405.410954418972	129.720163064143	208.808362333582
ENSG00000241123	KRTAP10-5	307.059224525193	341.084017116178	277.620207975216	198.868760504931	213.118921480559	511.598555807609
ENSG00000241837	ATP5PO	2315.0373947465	2959.44230500604	2196.73998366796	2384.33539778779	2843.30178758001	2679.14640135597
ENSG00000241945	PWP2	2798.21912178369	3732.75836013219	3490.11515347518	3363.12854305252	3420.35415729813	2578.50102629591
ENSG00000242220	TCP10L	1197.77324427167	1841.01702501575	1555.70861655617	1710.2666114761	1976.5573082372	1901.70538931359
ENSG00000243489	KRTAP10-11	293.195020149294	366.78771326236	223.301516040502	712.855275692767	572.437180554503	734.243815968544
ENSG00000243646	IL10RB	3121.33859119473	3028.42041704548	3655.47904359021	4165.32999403602	3031.10703201743	3088.08952532075
ENSG00000243927	MRPS6	2621.61745300535	2386.68717413391	3280.03618698241	2861.09107532721	3360.48306841928	3141.83767124153
ENSG00000244025	KRTAP19-3	123.780253653531	185.882623934913	189.140492967316	301.643913901355	241.927236784352	123.7118175008
ENSG00000244362	KRTAP19-7	261.379893012235	78.1144555900275	158.977909464113	75.8875422136428	135.8842589973	156.38562737765
ENSG00000244624	KRTAP20-1	121.670950637539	48.4513097519127	98.7200808887842	47.0266192934035	100.771381149628	64.4482847448614
ENSG00000249209	AP000311	362.394431360095	472.298718158944	314.383224638049	352.185404588477	690.962107645301	161.431568004831
ENSG00000249624	AP000295	3088.29421700993	1182.89099792082	2489.85812183373	1736.61668083767	2054.77540044406	1658.76538633801
ENSG00000265590	AP000275	926.040190062602	640.487434328458	976.840881182194	510.251631373245	579.146931590877	512.774080805213
ENSG00000272804	KRTAP10-7	933.50757850349	705.501087584131	472.391549386486	273.269561645363	730.25613867508	279.583598200138
ENSG00000273590	SMIM11B	2356.51752759085	3011.42038009568	2768.49907330312	3147.74613675611	3268.89524619764	2661.70822149274
ENSG00000274276	CBSL	6279.03270703429	5179.25233797172	5679.70944863799	5079.26792907734	6909.40998009506	6615.75691065484
ENSG00000274391	TPTE	4467.89299989693	2911.08020742423	2917.11882045954	3797.25816328516	4142.3659549767	2319.46351776162
ENSG00000274559	H2BFS	313.870563452205	341.126916728841	485.970770744295	264.16936975901	283.096680038094	341.465367631855
ENSG00000274749	KRTAP7-1	320.892639469576	427.110777734796	260.540849395314	248.818783579483	177.078514315722	427.510346249097
ENSG00000275464	FP565260	3305.21237146962	4488.07842793663	4536.27802472945	3601.59471011117	4466.12406578578	4800.54595759893
ENSG00000275895	U2AF1L5	5832.83252055408	8089.02894494972	5630.27706048527	7154.4933703391	9175.17895227457	6445.95092367728
ENSG00000275993	SIK1B	1358.81784558212	1270.66068558684	1491.42173517362	1807.61179424928	1614.62547528556	1146.96167435705
ENSG00000276076	CRYAA2	1605.03025367836	1161.49018177272	1242.7867208067	772.526284084229	971.052935881768	911.251090191951
ENSG00000276289	KCNE1B	2879.08415690118	2219.40557322116	3327.9567208068	2282.09976969978	3537.8923536686	2242.94419004395
ENSG00000276612	FP565260	467.365723771448	676.486837370253	792.664190420016	211.759792767394	497.599456492864	645.603293419838
ENSG00000277117	FP565260	2550.7505917921	3829.49112944496	2719.65433466678	4463.71821000011	2103.1057264267	2890.68675978315
ENSG00000277277	FAM243B	535.975861878038	639.665392483042	281.441649841417	308.095565089964	287.596429970429	298.269902703451
