gene_id	gene_name	control_rep1	control_rep2	control_rep3	treatment_rep1	treatment_rep2	treatment_rep3
ENSG00000170262	MRAP	2608.796123	2018.873782	2324.184978	1655.266375	3355.317951	2351.730306
ENSG00000171189	GRIK1	2987.959418	3566.604407	4129.276865	2455.119237	3214.136301	2804.110422
ENSG00000171587	DSCAM	1288.112861	1160.099269	1074.600703	1048.286158	1256.726301	1740.222554
ENSG00000173276	ZBTB21	4013.453859	4540.145057	5372.21934	4611.787486	4502.322448	4636.249268
ENSG00000173638	SLC19A1	6555.187876	6539.418174	5531.487314	5752.019598	5230.727445	7115.059954
ENSG00000175894	TSPEAR	1384.623192	1674.730755	1926.890095	1600.800163	1680.876993	1410.665374
ENSG00000177398	UMODL1	6598.997184	6786.649613	6325.192551	8242.924157	7020.808398	5401.560098
ENSG00000177692	DNAJC28	2046.244532	2057.587172	2278.298541	1313.301585	1526.127474	1990.544293
ENSG00000180509	KCNE1	5240.062634	4444.57299	4869.87387	3740.047975	3496.46093	4032.646232
ENSG00000180530	NRIP1	2979.435596	4278.34341	5516.954179	3303.120881	3532.283863	2986.77103
ENSG00000182093	WRB	14038.867567	15200.428481	16477.051483	14586.720337	15413.189071	14095.017919
ENSG00000182240	BACE2	11357.619822	12403.457763	8665.918044	12306.541672	7190.007923	9280.791037
ENSG00000182362	YBEY	5732.3913	4533.199746	4517.837482	4211.373052	3838.703693	4260.901362
ENSG00000182591	KRTAP11-1	470.973677	701.708306	947.522024	893.569007	413.914238	414.871531
ENSG00000182670	TTC3	16356.629114	14181.312773	20515.967604	15088.152729	19778.812648	15848.070412
ENSG00000182816	KRTAP13-2	479.496687	285.767042	578.81293	909.747043	938.746257	282.277941
ENSG00000182871	COL18A1	2976.845329	4062.29566	3437.828243	3684.927853	3344.097019	3442.163671
ENSG00000183036	PCP4	1719.14384	2715.852681	2590.587725	2796.162521	3480.294734	2436.500186
ENSG00000183067	IGSF5	1712.06185	1639.536721	1799.097313	1471.530984	1477.021219	1604.120536
ENSG00000183145	RIPPLY3	1208.670154	1389.405546	1491.369719	1092.101266	1478.716852	993.677535
ENSG00000183255	PTTG1IP	4155.170048	4084.194137	4559.00972	4500.104357	3970.929898	5045.429731
ENSG00000183421	RIPK4	656.473544	1450.685187	769.922216	726.016033	821.119497	1000.391923
ENSG00000183486	MX2	8548.014247	8117.034568	6914.182849	7721.021956	6579.830822	7758.885411
ENSG00000183527	PSMG1	2900.035476	2440.993481	2361.87135	1542.894972	2381.173112	2600.980984
ENSG00000183570	PCBP3	17373.789107	16192.463112	15829.959208	17825.554405	14149.609344	19265.744802
ENSG00000183640	KRTAP8-1	929.421869	369.3602	624.72996	1178.099157	607.822616	547.295147
ENSG00000183778	B3GALT5	3577.695871	2527.587083	2159.386856	2157.044703	2393.240965	1969.167612
ENSG00000183844	FAM3B	2445.820002	2988.884179	2985.791242	3351.832968	3133.371542	2863.464929
ENSG00000184012	TMPRSS2	11827.71524	14894.27151	16127.139121	14093.619774	10223.784548	9046.962089
ENSG00000184032	KRTAP20-2	1951.44917	1939.948774	1469.580453	829.407161	1429.162129	1916.505835
ENSG00000184221	OLIG1	1919.149694	2523.600077	1822.345114	2028.77624	1515.273535	2004.37763
ENSG00000184351	KRTAP19-1	666.549976	553.705198	502.965506	1057.58172	818.467609	654.091397
ENSG00000184724	KRTAP6-1	1023.741909	678.14374	686.847216	388.540841	1002.310197	669.897847
ENSG00000184787	UBE2G2	10874.051347	9383.782138	8043.664744	7581.875293	11028.020591	9063.926523
ENSG00000184900	SUMO3	3662.70773	2894.958527	4339.402184	3061.494963	2804.6106	3299.879079
ENSG00000185272	RBM11	4077.171293	3393.13048	3956.309615	3117.535537	3757.887519	4059.904406
ENSG00000185437	SH3BGR	7545.310127	9269.781873	11728.238816	9154.826509	12688.747645	12648.471276
ENSG00000185658	BRWD1	8404.674093	9613.23203	8331.752946	8019.046879	7106.387739	7792.942155
ENSG00000185808	PIGP	5826.815596	4430.378523	3621.116603	4146.142763	5642.589944	4558.593348
ENSG00000185917	SETD4	9112.058566	9693.354594	9981.957734	7696.223288	8531.303608	9430.185613
ENSG00000186866	POFUT2	8022.751007	8674.155654	8133.1291	7451.662334	7939.088264	7109.192445
ENSG00000186924	KRTAP22-1	1897.30269	1675.621651	2129.955197	2387.020064	1232.284694	1657.908129
ENSG00000186925	KRTAP19-6	1121.115167	1397.517551	1416.087376	1333.759735	1376.384384	1101.851026
ENSG00000186930	KRTAP6-2	2005.770382	1336.970062	3395.451894	3196.655372	3299.912791	1320.841192
ENSG00000186965	KRTAP19-2	996.968697	591.197488	898.318971	946.216092	976.365863	1958.306103
ENSG00000186967	KRTAP19-4	2081.654708	2594.312815	1569.754717	979.407339	3418.735919	1014.361096
ENSG00000186970	KRTAP15-1	432.401324	1079.235249	326.272588	771.731013	637.592219	477.347552
ENSG00000186971	KRTAP13-4	297.463476	590.950716	598.482368	564.384957	437.799369	730.69321
ENSG00000186977	KRTAP19-5	889.413692	1108.811038	895.20679	705.845028	580.561369	730.231092
ENSG00000186980	KRTAP23-1	6759.806969	10077.742239	8182.342158	12814.659503	13371.204288	9745.238017
ENSG00000187005	KRTAP21-1	586.76758	524.640001	1180.775521	668.0305	861.652448	518.248774
ENSG00000187026	KRTAP21-2	1580.230015	624.604174	1590.674819	749.752936	926.031994	775.690592
ENSG00000187175	KRTAP12-1	710.197371	351.110926	535.096776	843.048595	520.632722	521.903153
ENSG00000187766	KRTAP10-8	478.057621	283.464085	480.894462	907.015127	701.055832	374.526247
ENSG00000188155	KRTAP10-6	428.472011	253.254024	429.454773	813.001751	332.923558	249.188126
ENSG00000188694	KRTAP24-1	321.89866	399.62304	242.8177	763.369432	236.3115	473.683118
ENSG00000188992	LIPI	2602.971699	2026.94356	1859.993509	2082.569186	2917.528239	1952.179295
ENSG00000189169	KRTAP10-12	3722.830134	3607.050246	5675.877271	5887.220525	2718.272697	5450.898507
ENSG00000197381	ADARB1	14004.008297	18896.534757	17479.025272	14618.085427	13565.006629	13071.3657
ENSG00000197683	KRTAP26-1	388.575441	256.492806	347.146434	491.092846	337.831934	507.900075
ENSG00000198390	KRTAP13-1	1026.092033	763.311465	773.0459	584.056774	602.673498	451.951442
ENSG00000198743	SLC5A3	418.732495	346.57883	701.937592	297.864282	409.846868	513.454007
ENSG00000198862	LTN1	4420.134808	2993.213504	3422.359359	3617.706839	3624.255338	3319.472807
ENSG00000205439	KRTAP12-3	696.490427	1299.768914	522.337604	492.348574	682.023895	1025.826778
ENSG00000205445	KRTAP10-2	1615.751053	2186.379404	1179.421523	1640.5451	1846.393465	2758.903231
ENSG00000205581	HMGN1	13406.657174	12093.442246	11381.223828	11321.947857	12216.967471	10874.786957
ENSG00000205670	SMIM11A	3227.633456	3289.911633	2512.010543	3673.676635	2011.762115	2461.044497
ENSG00000205726	ITSN1	24068.309603	24275.726711	32089.512692	23437.726934	23500.757058	30429.033388
ENSG00000205758	CRYZL1	11838.228964	16015.145666	15077.495451	11132.657278	14367.102119	14712.030621
ENSG00000205927	OLIG2	1430.436989	1063.368696	1113.965413	1605.841929	2073.476371	1857.077247
ENSG00000205929	C21orf62	2012.822081	1911.521962	2733.153334	1378.832772	1381.105399	1571.631195
ENSG00000206102	KRTAP19-8	1264.718616	944.111202	1594.355043	1200.939693	3099.003487	1390.87351
ENSG00000206104	KRTAP20-3	1806.489108	2383.324801	6095.655356	4302.89888	2599.133255	3556.916257
ENSG00000206105	KRTAP20-4	7109.501112	5973.502139	3622.459341	3305.594893	8807.988122	8727.048745
ENSG00000206106	KRTAP22-2	2203.95576	1295.608073	4448.706939	1878.334297	4319.892726	4340.382972
ENSG00000206107	KRTAP27-1	484.603916	643.611163	325.913021	512.216241	317.125517	635.762791
ENSG00000212933	KRTAP12-4	617.730548	1153.185523	778.693173	657.382561	1514.943971	759.460442
ENSG00000212935	KRTAP10-3	688.117702	456.174072	692.174616	871.358105	358.417799	901.20403
ENSG00000212938	KRTAP6-3	504.016444	670.533048	566.410611	318.781514	660.769466	552.449123
ENSG00000215454	KRTAP10-4	2038.130987	1732.810389	2025.392197	1814.249857	2094.145317	1408.459916
ENSG00000215455	KRTAP10-1	385.614242	510.660541	431.749645	610.778875	503.276022	504.419226
ENSG00000221837	KRTAP10-9	2691.143101	1525.209676	1893.163395	1584.326894	2383.888152	2592.143246
ENSG00000221859	KRTAP10-10	261.229655	397.472932	657.88583	507.571202	873.31848	382.140825
ENSG00000221864	KRTAP12-2	411.84736	409.106904	519.661813	293.58475	302.942681	607.315126
ENSG00000222018	FAM243A	577.891841	462.568482	497.339785	549.641884	457.839123	298.274655
ENSG00000231068	KRTAP21-3	3704.636601	8252.762494	3297.810967	3517.466138	4063.924946	8151.201507
ENSG00000232263	KRTAP25-1	625.234811	1563.482619	1583.841996	1996.100248	2059.700024	1032.841274
ENSG00000240432	KRTAP13-3	1057.587553	470.520164	1063.983576	1003.328013	309.120482	518.882878
ENSG00000241123	KRTAP10-5	391.965013	433.261059	351.015168	248.281545	256.196221	641.32944
ENSG00000241837	ATP5PO	8633.264186	10982.217262	8114.192916	8696.351483	9985.401537	9811.607773
ENSG00000241945	PWP2	2817.639556	3740.216359	3480.912653	3312.072999	3243.39877	2549.750797
ENSG00000242220	TCP10L	1512.583999	2313.48044	1945.910247	2112.328357	2350.606107	2358.385758
ENSG00000243489	KRTAP10-11	341.278222	424.8444	257.450246	811.532789	627.487928	839.303425
ENSG00000243646	IL10RB	3436.767185	3318.092811	3986.604781	4485.505179	3142.939769	3339.07232
ENSG00000243927	MRPS6	2129.380161	1929.045699	2638.834617	2272.836966	2570.461779	2506.076584
ENSG00000244025	KRTAP19-3	522.768463	781.195871	791.210755	1245.963433	962.206601	513.092789
ENSG00000244362	KRTAP19-7	1580.230015	469.940283	951.994778	448.715773	773.646983	928.478132
ENSG00000244624	KRTAP20-1	4358.604943	1727.146832	3502.803395	1647.620103	3399.565176	2267.246192
ENSG00000249209	AP000311	502.825609	652.102361	432.060825	477.925215	902.850118	219.963717
ENSG00000249624	AP000295	2424.022649	923.90191	1935.718762	1333.136721	1518.825633	1278.585225
ENSG00000265590	AP000275	1616.772259	1112.737592	1689.244423	871.276766	952.211294	879.167834
ENSG00000272804	KRTAP10-7	807.593525	607.345476	404.787184	231.216572	594.943538	237.527218
ENSG00000273590	SMIM11B	3255.018024	4139.207913	3787.71034	4252.410097	4252.156909	3610.521051
ENSG00000274276	CBSL	5170.827709	4244.216466	4632.795129	4090.921652	5358.384084	5350.243811
ENSG00000274391	TPTE	3225.664979	2091.38409	2086.028647	2681.26252	2816.375218	1644.488169
ENSG00000274559	H2BFS	1716.883772	1856.818398	2632.995466	1413.271127	1458.31264	1834.271776
ENSG00000274749	KRTAP7-1	782.692688	1036.657239	629.443857	593.563793	406.745677	1024.011568
ENSG00000275464	FP565260	4399.006004	5943.999382	5980.045701	4688.163427	5597.724542	6274.404722
ENSG00000275895	U2AF1L5	6998.311983	9657.691206	6691.033634	8395.477383	10367.018924	7594.995125
ENSG00000275993	SIK1B	1904.776745	1772.456414	2070.775223	2478.224935	2131.474758	1578.913931
ENSG00000276076	CRYAA2	3604.245688	2595.43311	2764.250663	1696.669086	2053.523255	2009.536679
ENSG00000276289	KCNE1B	1988.379786	1525.263175	2276.524367	1541.460231	2300.992216	1521.213459
ENSG00000276612	FP565260	398.032139	573.302408	668.652041	176.383316	399.086222	539.950231
ENSG00000277117	FP565260	2079.149691	3106.146698	2195.741068	3558.502292	1614.374998	2313.904908
ENSG00000277277	FAM243B	422.33957	501.571129	219.661813	237.44045	213.415318	230.808972
ENSG00000278961	SMIM34B	1561.584913	1864.337525	2433.679658	1754.556883	2094.354486	1380.65817
ENSG00000279493	FP565260	1318.110851	646.4151	647.208225	860.178284	743.119896	1008.864955
ENSG00000280071	GATD3B	12696.026187	9569.786307	9006.695998	8266.520312	7250.022075	8071.902335
ENSG00000280433	FP565260	837.701484	563.464839	908.156172	881.687523	841.655819	939.436465
ENSG00000285815	WRB-SH3BGR	1391.714064	880.430605	703.303416	922.994068	705.850001	719.674128
